CountryCode,SeriesCode,DESCRIPTION
"BHR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BHR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BHR","IT.NET.USER.ZS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BHR","IT.NET.BBND.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","IT.CEL.SETS.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","MS.MIL.XPND.GD.ZS","1971-2004, 2011-2012, 2014-2019 SIPRI estimates."
"BHR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"BHR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BHR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BHR","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BHR","IT.MLT.MAIN.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BHR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","IT.MLT.MAIN","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2015, break in the series. Source: Inbound tourism survey. Excluding nationals residing abroad."
"BHS","IT.CEL.SETS","Batelco, Bahamas Telecommunications Corporation."
"BHS","IT.CEL.SETS.P2","Batelco, Bahamas Telecommunications Corporation."
"BHS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BHS","IT.NET.BBND.P2","Batelco, Bahamas Telecommunications Corporation."
"BHS","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BHS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BHS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BHS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"BHS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BHS","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BHS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BHS","IT.MLT.MAIN","Batelco, Bahamas Telecommunications Corporation."
"BHS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BHS","IT.NET.USER.ZS","Batelco, Bahamas Telecommunications Corporation."
"BHS","IT.NET.BBND","Batelco, Bahamas Telecommunications Corporation."
"BHS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BHS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BHS","IT.MLT.MAIN.P2","Batelco, Bahamas Telecommunications Corporation."
"BHS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BHS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BHS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"BHS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BHS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BIH","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments."
"BIH","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BIH","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","DT.DOD.DPPG.CD","Prior to 1999 data on long-term public and publicly guaranteed debt include only IBRD and IMF loans."
"BIH","IT.MLT.MAIN.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BIH","IT.CEL.SETS","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BIH","IT.NET.BBND","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","DT.DOD.DECT.CD","Long-term public and publicly guaranteed data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt (PNG) data for 2018-2022 are World Bank staff estimates based on reports provided by the country. Also, the PNG debt data for period 2005-2017 are World Bank staff estimates. With the release of 2021 data, PNG data for the period 2018-2020 are revised based on reports provided by the country. Short-term debt was based on BIS before 2018 and on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds) afterwards."
"BIH","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BIH","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BIH","IT.NET.USER.ZS","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SM.POP.TOTL","Estimates are imputed using model estimates. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"BIH","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BIH","IS.RRS.PASG.KM","Source: OECD"
"BIH","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BIH","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BIH","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BIH","IT.NET.BBND.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BIH","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BIH","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","IT.MLT.MAIN","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BIH","IS.RRS.GOOD.MT.K6","Source: OECD"
"BIH","IT.CEL.SETS.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BIH","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BLR","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"BLR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","SP.DYN.LE00.MA.IN","Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects"
"BLR","IS.RRS.PASG.KM","Source: OECD"
"BLR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BLR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"BLR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data until 2015 without taking into account the Belarusian-Russian border segment. Data from 2016 including estimation of the Belarusian-Russian border segment."
"BLR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BLR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed and short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"BLR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"BLR","MS.MIL.XPND.CD","1992-2000 SIPRI estimates."
"BLR","IT.CEL.SETS.P2","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","IT.MLT.MAIN.P2","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","MS.MIL.XPND.GD.ZS","1992-2000 SIPRI estimates."
"BLR","MS.MIL.XPND.CN","1992-2000 SIPRI estimates."
"BLR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BLR","SP.POP.TOTL","Data source: National Statistical Committee of the Republic of Belarus, Eurostat"
"BLR","IT.CEL.SETS","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","IT.NET.BBND","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","MS.MIL.XPND.ZS","1992-2000 SIPRI estimates."
"BLR","SP.DYN.CBRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects"
"BLR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"BLR","IS.RRS.GOOD.MT.K6","Source: OECD"
"BLR","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistical Committee of the Republic of Belarus, United Nations World Population Prospects"
"BLR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BLR","SP.POP.GROW","Data source: National Statistical Committee of the Republic of Belarus, Eurostat"
"BLR","IT.MLT.MAIN","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","SP.DYN.CDRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects"
"BLR","IT.NET.USER.ZS","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BLR","SP.DYN.LE00.FE.IN","Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects"
"BLR","IT.NET.BBND.P2","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLZ","IT.MLT.MAIN.P2","Belize Telecommunications Ltd (BTL)."
"BLZ","IT.CEL.SETS","Belize Telecommunications Ltd (BTL)."
"BLZ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BLZ","IT.NET.BBND","Belize Telecommunications Ltd (BTL)."
"BLZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BLZ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BLZ","IT.CEL.SETS.P2","Belize Telecommunications Ltd (BTL)."
"BLZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BLZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BLZ","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BLZ","DT.DOD.DECT.CD","Long-term public and publicly guaranteed for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2022 are based on data from the Central Bank. Short-term debt data are not available."
"BLZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BLZ","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"BLZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BLZ","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"BLZ","IT.MLT.MAIN","Belize Telecommunications Ltd (BTL)."
"BLZ","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BLZ","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BLZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BLZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BLZ","IT.NET.BBND.P2","Belize Telecommunications Ltd (BTL)."
"BLZ","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLZ","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLZ","IT.NET.USER.ZS","Belize Telecommunications Ltd (BTL)."
"BLZ","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"BLZ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BLZ","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLZ","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLZ","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BMU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BMU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BMU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding nationals residing abroad."
"BMU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data."
"BMU","IT.MLT.MAIN.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BMU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BMU","SP.POP.TOTL","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
"BMU","IT.CEL.SETS.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BMU","IT.NET.BBND","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BMU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BMU","SP.DYN.CBRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
"BMU","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"BMU","SP.POP.GROW","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
"BMU","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"BMU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BMU","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BMU","SP.DYN.CDRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report"
"BMU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BMU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BMU","IT.CEL.SETS","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BMU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BMU","SP.DYN.TFRT.IN","Data source: Bermuda Government Department of Statistics, United Nations World Population Prospects"
"BMU","IT.MLT.MAIN","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BMU","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BMU","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"BMU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2002-2005: country data."
"BMU","IT.NET.USER.ZS","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BMU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BMU","IT.NET.BBND.P2","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications"
"BOL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BOL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BOL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BOL","IT.CEL.SETS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BOL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BOL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BOL","IT.MLT.MAIN","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","IT.NET.BBND","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BOL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BOL","MS.MIL.XPND.ZS","1961-1998 SIPRI estimates."
"BOL","MS.MIL.XPND.CN","1961-1998 SIPRI estimates."
"BOL","IT.MLT.MAIN.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BOL","IT.NET.USER.ZS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief."
"BOL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders."
"BOL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BOL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BOL","MS.MIL.XPND.GD.ZS","1961-1998 SIPRI estimates."
"BOL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BOL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BOL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BOL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BOL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BOL","IT.NET.BBND.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"BOL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BOL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BOL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BOL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BOL","IT.CEL.SETS.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones."
"BOL","MS.MIL.XPND.CD","1961-1998 SIPRI estimates."
"BRA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRA","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"BRA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BRA","IT.CEL.SETS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRA","IT.MLT.MAIN","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BRA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"BRA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BRA","IT.CEL.SETS.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","IT.NET.BBND","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BRA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRA","MS.MIL.XPND.CD","1960-1994 SIPRI estimates."
"BRA","MS.MIL.XPND.ZS","1960-1994 SIPRI estimates."
"BRA","MS.MIL.XPND.CN","1960-1994 SIPRI estimates."
"BRA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRA","IT.NET.USER.ZS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","IT.MLT.MAIN.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BRA","IT.NET.BBND.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL)."
"BRA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt data for 2022 are based on reports provided by the country."
"BRA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BRA","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including nationals residing abroad."
"BRA","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"BRA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRA","MS.MIL.XPND.GD.ZS","1960-1994 SIPRI estimates."
"BRB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BRB","IT.NET.USER.ZS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"BRB","IT.MLT.MAIN","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRB","IT.CEL.SETS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BRB","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BRB","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BRB","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BRB","IT.CEL.SETS.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","IT.NET.BBND","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BRB","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2017, 2018: the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data used in the preparation of this edition of the Compendium."
"BRB","IT.MLT.MAIN.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"BRB","IT.NET.BBND.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities."
"BRB","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
